product_ids,make_model,year,plant_country,pcUSCA_pct
2016_acura_ilx,acura_ilx,2016,United States,0.6
2016_acura_mdx,acura_mdx,2016,United States,0.65
2016_acura_rdx,acura_rdx,2016,United States,0.7
2016_acura_tlx,acura_tlx,2016,United States,0.65
2016_bmw_x3,bmw_x3,2016,United States,0.1
2016_bmw_x4,bmw_x4,2016,United States,0.15
2016_buick_enclave,buick_enclave,2016,United States,0.8
2016_buick_lacrosse,buick_lacrosse,2016,United States,0.65
2016_buick_verano,buick_verano,2016,United States,0.61
2016_cadillac_ats,cadillac_ats,2016,United States,0.6
2016_cadillac_ct6,cadillac_ct6,2016,United States,0.6
2016_cadillac_cts,cadillac_cts,2016,United States,0.6
2016_cadillac_escalade,cadillac_escalade,2016,United States,0.65
2016_chevrolet_camaro,chevrolet_camaro,2016,United States,0.6
2016_chevrolet_colorado,chevrolet_colorado,2016,United States,0.61
2016_chevrolet_corvette,chevrolet_corvette,2016,United States,0.66
2016_chevrolet_cruze,chevrolet_cruze,2016,United States,0.6
2016_chevrolet_cruzelimited,chevrolet_cruzelimited,2016,United States,0.61
2016_chevrolet_malibuhybrid,chevrolet_malibuhybrid,2016,United States,0.65
2016_chevrolet_malibulimited,chevrolet_malibulimited,2016,United States,0.65
2016_chevrolet_silverado,chevrolet_silverado,2016,United States,0.45
2016_chevrolet_sonic,chevrolet_sonic,2016,United States,0.55
2016_chevrolet_suburban,chevrolet_suburban,2016,United States,0.65
2016_chevrolet_tahoe,chevrolet_tahoe,2016,United States,0.65
2016_chevrolet_traverse,chevrolet_traverse,2016,United States,0.8
2016_chevrolet_volthybrid,chevrolet_volthybrid,2016,United States,0.5
2016_ford_escape,ford_escape,2016,United States,0.55
2016_ford_expedition,ford_expedition,2016,United States,0.55
2016_ford_explorer,ford_explorer,2016,United States,0.6
2016_ford_f150,ford_f150,2016,United States,0.7
2016_ford_focus,ford_focus,2016,United States,0.46
2016_ford_mustang,ford_mustang,2016,United States,0.6
2016_ford_taurus,ford_taurus,2016,United States,0.61
2016_gmc_acadia,gmc_acadia,2016,United States,0.8
2016_gmc_canyon,gmc_canyon,2016,United States,0.61
2016_gmc_sierra,gmc_sierra,2016,United States,0.45
2016_gmc_yukon,gmc_yukon,2016,United States,0.65
2016_honda_accord,honda_accord,2016,United States,0.8
2016_honda_civic,honda_civic,2016,United States,0.7
2016_honda_crv,honda_crv,2016,United States,0.7
2016_honda_odyssey,honda_odyssey,2016,United States,0.75
2016_honda_pilot,honda_pilot,2016,United States,0.75
2016_hyundai_santafesport,hyundai_santafesport,2016,United States,0.51
2016_infiniti_qx60,infiniti_qx60,2016,United States,0.5
2016_infiniti_qx60hybrid,infiniti_qx60hybrid,2016,United States,0.5
2016_kia_sorento,kia_sorento,2016,United States,0.495
2016_lincoln_mkc,lincoln_mkc,2016,United States,0.55
2016_lincoln_mks,lincoln_mks,2016,United States,0.52
2016_lincoln_navigator,lincoln_navigator,2016,United States,0.52
2016_mercedesbenz_c,mercedesbenz_c,2016,United States,0.55
2016_mercedesbenz_gle,mercedesbenz_gle,2016,United States,0.6
2016_nissan_altima,nissan_altima,2016,United States,0.55
2016_nissan_frontier,nissan_frontier,2016,United States,0.5
2016_nissan_leafev,nissan_leafev,2016,United States,0.4
2016_nissan_murano,nissan_murano,2016,United States,0.55
2016_nissan_pathfinder,nissan_pathfinder,2016,United States,0.55
2016_subaru_legacy,subaru_legacy,2016,United States,0.45
2016_subaru_outback,subaru_outback,2016,United States,0.45
2016_toyota_avalon,toyota_avalon,2016,United States,0.7
2016_toyota_avalonhybrid,toyota_avalonhybrid,2016,United States,0.4
2016_toyota_camry,toyota_camry,2016,United States,0.75
2016_toyota_camryhybrid,toyota_camryhybrid,2016,United States,0.4
2016_toyota_highlander,toyota_highlander,2016,United States,0.7
2016_toyota_highlanderhybrid,toyota_highlanderhybrid,2016,United States,0.4
2016_toyota_sequoia,toyota_sequoia,2016,United States,0.65
2016_toyota_sienna,toyota_sienna,2016,United States,0.75
2016_toyota_tundra,toyota_tundra,2016,United States,0.65
2016_volkswagen_passat,volkswagen_passat,2016,United States,0.35333333333333333
2017_acura_ilx,acura_ilx,2017,United States,0.55
2017_acura_mdx,acura_mdx,2017,United States,0.7
2017_acura_mdxhybrid,acura_mdxhybrid,2017,United States,0.7
2017_acura_nsxhybrid,acura_nsxhybrid,2017,United States,0.45
2017_acura_rdx,acura_rdx,2017,United States,0.75
2017_acura_tlx,acura_tlx,2017,United States,0.65
2017_bmw_x3,bmw_x3,2017,United States,0.3
2017_bmw_x4,bmw_x4,2017,United States,0.35
2017_bmw_x5,bmw_x5,2017,United States,0.35
2017_bmw_x6,bmw_x6,2017,United States,0.35
2017_buick_enclave,buick_enclave,2017,United States,0.71
2017_buick_lacrosse,buick_lacrosse,2017,United States,0.56
2017_buick_verano,buick_verano,2017,United States,0.64
2017_cadillac_ats,cadillac_ats,2017,United States,0.54
2017_cadillac_ct6,cadillac_ct6,2017,United States,0.52
2017_cadillac_cts,cadillac_cts,2017,United States,0.54
2017_cadillac_escalade,cadillac_escalade,2017,United States,0.49
2017_cadillac_xt5,cadillac_xt5,2017,United States,0.65
2017_chevrolet_camaro,chevrolet_camaro,2017,United States,0.54
2017_chevrolet_colorado,chevrolet_colorado,2017,United States,0.49
2017_chevrolet_corvette,chevrolet_corvette,2017,United States,0.64
2017_chevrolet_impala,chevrolet_impala,2017,United States,0.6
2017_chevrolet_malibu,chevrolet_malibu,2017,United States,0.56
2017_chevrolet_silverado,chevrolet_silverado,2017,United States,0.38
2017_chevrolet_sonic,chevrolet_sonic,2017,United States,0.54
2017_chevrolet_tahoe,chevrolet_tahoe,2017,United States,0.49
2017_chevrolet_traverse,chevrolet_traverse,2017,United States,0.71
2017_chevrolet_volthybrid,chevrolet_volthybrid,2017,United States,0.5
2017_chrysler_200,chrysler_200,2017,United States,0.66
2017_dodge_durango,dodge_durango,2017,United States,0.62
2017_dodge_viper,dodge_viper,2017,United States,0.74
2017_ford_escape,ford_escape,2017,United States,0.55
2017_ford_expedition,ford_expedition,2017,United States,0.62
2017_ford_explorer,ford_explorer,2017,United States,0.56
2017_ford_f150,ford_f150,2017,United States,0.7
2017_ford_focusev,ford_focusev,2017,United States,0.4
2017_ford_mustang,ford_mustang,2017,United States,0.52
2017_ford_taurus,ford_taurus,2017,United States,0.65
2017_gmc_acadia,gmc_acadia,2017,United States,0.6799999999999999
2017_gmc_canyon,gmc_canyon,2017,United States,0.49
2017_gmc_sierra,gmc_sierra,2017,United States,0.38
2017_gmc_yukon,gmc_yukon,2017,United States,0.49
2017_honda_accord,honda_accord,2017,United States,0.7
2017_honda_odyssey,honda_odyssey,2017,United States,0.7
2017_honda_pilot,honda_pilot,2017,United States,0.7
2017_honda_ridgeline,honda_ridgeline,2017,United States,0.75
2017_hyundai_santafesport,hyundai_santafesport,2017,United States,0.51
2017_hyundai_sonata,hyundai_sonata,2017,United States,0.46
2017_infiniti_qx60,infiniti_qx60,2017,United States,0.5
2017_infiniti_qx60hybrid,infiniti_qx60hybrid,2017,United States,0.5
2017_jeep_cherokee,jeep_cherokee,2017,United States,0.7
2017_jeep_compass,jeep_compass,2017,United States,0.61
2017_jeep_grandcherokee,jeep_grandcherokee,2017,United States,0.6
2017_jeep_patriot,jeep_patriot,2017,United States,0.6
2017_jeep_wrangler,jeep_wrangler,2017,United States,0.745
2017_kia_optima,kia_optima,2017,United States,0.8033333333333333
2017_kia_sorento,kia_sorento,2017,United States,0.48
2017_lincoln_continental,lincoln_continental,2017,United States,0.5
2017_lincoln_mkc,lincoln_mkc,2017,United States,0.55
2017_lincoln_navigator,lincoln_navigator,2017,United States,0.61
2017_mercedesbenz_gle,mercedesbenz_gle,2017,United States,0.65
2017_nissan_altima,nissan_altima,2017,United States,0.55
2017_nissan_frontier,nissan_frontier,2017,United States,0.5
2017_nissan_leafev,nissan_leafev,2017,United States,0.4
2017_nissan_maxima,nissan_maxima,2017,United States,0.5
2017_nissan_murano,nissan_murano,2017,United States,0.55
2017_nissan_pathfinder,nissan_pathfinder,2017,United States,0.55
2017_nissan_rogue,nissan_rogue,2017,United States,0.2
2017_nissan_roguehybrid,nissan_roguehybrid,2017,United States,0.2
2017_nissan_titan,nissan_titan,2017,United States,0.5
2017_ram_1500,ram_1500,2017,United States,0.56
2017_subaru_impreza,subaru_impreza,2017,United States,0.4
2017_subaru_legacy,subaru_legacy,2017,United States,0.45
2017_subaru_outback,subaru_outback,2017,United States,0.45
2017_tesla_model3ev,tesla_model3ev,2017,United States,0.5
2017_tesla_modelsev,tesla_modelsev,2017,United States,0.5
2017_tesla_modelxev,tesla_modelxev,2017,United States,0.5
2017_toyota_avalon,toyota_avalon,2017,United States,0.7
2017_toyota_avalonhybrid,toyota_avalonhybrid,2017,United States,0.4
2017_toyota_camry,toyota_camry,2017,United States,0.75
2017_toyota_camryhybrid,toyota_camryhybrid,2017,United States,0.4
2017_toyota_corolla,toyota_corolla,2017,United States,0.65
2017_toyota_highlander,toyota_highlander,2017,United States,0.6
2017_toyota_highlanderhybrid,toyota_highlanderhybrid,2017,United States,0.4
2017_toyota_sequoia,toyota_sequoia,2017,United States,0.65
2017_toyota_sienna,toyota_sienna,2017,United States,0.65
2017_toyota_tundra,toyota_tundra,2017,United States,0.65
2018_acura_mdx,acura_mdx,2018,United States,0.7
2018_acura_rdx,acura_rdx,2018,United States,0.65
2018_acura_tlx,acura_tlx,2018,United States,0.6599999999999999
2018_bmw_x3,bmw_x3,2018,United States,0.25
2018_bmw_x4,bmw_x4,2018,United States,0.35
2018_bmw_x5,bmw_x5,2018,United States,0.35
2018_bmw_x6,bmw_x6,2018,United States,0.3
2018_buick_enclave,buick_enclave,2018,United States,0.57
2018_buick_lacrosse,buick_lacrosse,2018,United States,0.5
2018_cadillac_ats,cadillac_ats,2018,United States,0.57
2018_cadillac_ct6,cadillac_ct6,2018,United States,0.39
2018_cadillac_cts,cadillac_cts,2018,United States,0.57
2018_cadillac_escalade,cadillac_escalade,2018,United States,0.42
2018_cadillac_xt5,cadillac_xt5,2018,United States,0.57
2018_chevrolet_boltev,chevrolet_boltev,2018,United States,0.2
2018_chevrolet_camaro,chevrolet_camaro,2018,United States,0.57
2018_chevrolet_colorado,chevrolet_colorado,2018,United States,0.51
2018_chevrolet_corvette,chevrolet_corvette,2018,United States,0.67
2018_chevrolet_cruze,chevrolet_cruze,2018,United States,0.45
2018_chevrolet_malibu,chevrolet_malibu,2018,United States,0.5
2018_chevrolet_silverado,chevrolet_silverado,2018,United States,0.46
2018_chevrolet_sonic,chevrolet_sonic,2018,United States,0.5
2018_chevrolet_tahoe,chevrolet_tahoe,2018,United States,0.42
2018_chevrolet_traverse,chevrolet_traverse,2018,United States,0.57
2018_chevrolet_volthybrid,chevrolet_volthybrid,2018,United States,0.66
2018_ford_cmaxhybrid,ford_cmaxhybrid,2018,United States,0.4
2018_ford_escape,ford_escape,2018,United States,0.6
2018_ford_expedition,ford_expedition,2018,United States,0.62
2018_ford_explorer,ford_explorer,2018,United States,0.57
2018_ford_f150,ford_f150,2018,United States,0.65
2018_ford_focus,ford_focus,2018,United States,0.45
2018_ford_mustang,ford_mustang,2018,United States,0.56
2018_ford_taurus,ford_taurus,2018,United States,0.61
2018_gmc_acadia,gmc_acadia,2018,United States,0.57
2018_gmc_canyon,gmc_canyon,2018,United States,0.51
2018_gmc_sierra,gmc_sierra,2018,United States,0.46
2018_gmc_yukon,gmc_yukon,2018,United States,0.42
2018_honda_accord,honda_accord,2018,United States,0.6
2018_honda_crv,honda_crv,2018,United States,0.65
2018_honda_odyssey,honda_odyssey,2018,United States,0.75
2018_honda_pilot,honda_pilot,2018,United States,0.7
2018_honda_ridgeline,honda_ridgeline,2018,United States,0.75
2018_hyundai_santafesport,hyundai_santafesport,2018,United States,0.53
2018_hyundai_sonata,hyundai_sonata,2018,United States,0.44
2018_infiniti_qx60,infiniti_qx60,2018,United States,0.5
2018_kia_optima,kia_optima,2018,United States,0.55
2018_kia_sorento,kia_sorento,2018,United States,0.55
2018_lincoln_continental,lincoln_continental,2018,United States,0.65
2018_lincoln_mkc,lincoln_mkc,2018,United States,0.61
2018_lincoln_navigator,lincoln_navigator,2018,United States,0.56
2018_mercedesbenz_gle,mercedesbenz_gle,2018,United States,0.604
2018_mercedesbenz_glehybrid,mercedesbenz_glehybrid,2018,United States,0.6
2018_nissan_frontier,nissan_frontier,2018,United States,0.5
2018_nissan_leafev,nissan_leafev,2018,United States,0.4
2018_nissan_maxima,nissan_maxima,2018,United States,0.5
2018_nissan_murano,nissan_murano,2018,United States,0.55
2018_nissan_pathfinder,nissan_pathfinder,2018,United States,0.55
2018_nissan_roguehybrid,nissan_roguehybrid,2018,United States,0.2
2018_nissan_titan,nissan_titan,2018,United States,0.45
2018_subaru_impreza,subaru_impreza,2018,United States,0.4
2018_subaru_legacy,subaru_legacy,2018,United States,0.45
2018_subaru_outback,subaru_outback,2018,United States,0.45
2018_tesla_model3ev,tesla_model3ev,2018,United States,0.475
2018_tesla_modelsev,tesla_modelsev,2018,United States,0.55
2018_tesla_modelxev,tesla_modelxev,2018,United States,0.5
2018_toyota_avalon,toyota_avalon,2018,United States,0.65
2018_toyota_avalonhybrid,toyota_avalonhybrid,2018,United States,0.4
2018_toyota_camry,toyota_camry,2018,United States,0.55
2018_toyota_camryhybrid,toyota_camryhybrid,2018,United States,0.45
2018_toyota_corolla,toyota_corolla,2018,United States,0.6
2018_toyota_highlander,toyota_highlander,2018,United States,0.6
2018_toyota_highlanderhybrid,toyota_highlanderhybrid,2018,United States,0.4
2018_toyota_sequoia,toyota_sequoia,2018,United States,0.6
2018_toyota_sienna,toyota_sienna,2018,United States,0.6
2018_toyota_tacoma,toyota_tacoma,2018,United States,0.6
2018_toyota_tundra,toyota_tundra,2018,United States,0.65
2018_volkswagen_atlas,volkswagen_atlas,2018,United States,0.46
2018_volkswagen_passat,volkswagen_passat,2018,United States,0.32
2019_acura_ilx,acura_ilx,2019,United States,0.6
2019_acura_mdx,acura_mdx,2019,United States,0.6875
2019_acura_nsxhybrid,acura_nsxhybrid,2019,United States,0.4
2019_acura_rdx,acura_rdx,2019,United States,0.6
2019_acura_tlx,acura_tlx,2019,United States,0.6
2019_bmw_x3,bmw_x3,2019,United States,0.3
2019_bmw_x4,bmw_x4,2019,United States,0.3
2019_bmw_x5,bmw_x5,2019,United States,0.25
2019_bmw_x6,bmw_x6,2019,United States,0.35
2019_bmw_x7,bmw_x7,2019,United States,0.21
2019_buick_enclave,buick_enclave,2019,United States,0.54
2019_buick_lacrosse,buick_lacrosse,2019,United States,0.49
2019_cadillac_ats,cadillac_ats,2019,United States,0.59
2019_cadillac_ct6,cadillac_ct6,2019,United States,0.38
2019_cadillac_cts,cadillac_cts,2019,United States,0.59
2019_cadillac_escalade,cadillac_escalade,2019,United States,0.41
2019_cadillac_xt4,cadillac_xt4,2019,United States,0.49
2019_cadillac_xt5,cadillac_xt5,2019,United States,0.54
2019_chevrolet_boltev,chevrolet_boltev,2019,United States,0.18
2019_chevrolet_camaro,chevrolet_camaro,2019,United States,0.59
2019_chevrolet_colorado,chevrolet_colorado,2019,United States,0.56
2019_chevrolet_corvette,chevrolet_corvette,2019,United States,0.68
2019_chevrolet_cruze,chevrolet_cruze,2019,United States,0.53
2019_chevrolet_malibu,chevrolet_malibu,2019,United States,0.49
2019_chevrolet_silverado,chevrolet_silverado,2019,United States,0.42
2019_chevrolet_sonic,chevrolet_sonic,2019,United States,0.49
2019_chevrolet_tahoe,chevrolet_tahoe,2019,United States,0.41
2019_chevrolet_traverse,chevrolet_traverse,2019,United States,0.54
2019_chevrolet_volthybrid,chevrolet_volthybrid,2019,United States,0.68
2019_dodge_durango,dodge_durango,2019,United States,0.6
2019_ford_escape,ford_escape,2019,United States,0.45
2019_ford_expedition,ford_expedition,2019,United States,0.5
2019_ford_explorer,ford_explorer,2019,United States,0.5
2019_ford_f150,ford_f150,2019,United States,0.56
2019_ford_mustang,ford_mustang,2019,United States,0.46
2019_ford_ranger,ford_ranger,2019,United States,0.5
2019_ford_taurus,ford_taurus,2019,United States,0.55
2019_gmc_acadia,gmc_acadia,2019,United States,0.54
2019_gmc_canyon,gmc_canyon,2019,United States,0.56
2019_gmc_sierra,gmc_sierra,2019,United States,0.42
2019_gmc_yukon,gmc_yukon,2019,United States,0.41
2019_honda_accord,honda_accord,2019,United States,0.65
2019_honda_crv,honda_crv,2019,United States,0.45
2019_honda_insighthybrid,honda_insighthybrid,2019,United States,0.45
2019_honda_odyssey,honda_odyssey,2019,United States,0.7
2019_honda_passport,honda_passport,2019,United States,0.7
2019_honda_ridgeline,honda_ridgeline,2019,United States,0.7
2019_infiniti_qx60,infiniti_qx60,2019,United States,0.5
2019_jeep_cherokee,jeep_cherokee,2019,United States,0.69
2019_jeep_grandcherokee,jeep_grandcherokee,2019,United States,0.61
2019_jeep_wrangler,jeep_wrangler,2019,United States,0.61
2019_jeep_wranglerunlimited,jeep_wranglerunlimited,2019,United States,0.62
2019_lincoln_continental,lincoln_continental,2019,United States,0.6
2019_lincoln_mkc,lincoln_mkc,2019,United States,0.45
2019_lincoln_navigator,lincoln_navigator,2019,United States,0.45
2019_mercedesbenz_gle,mercedesbenz_gle,2019,United States,0.605
2019_nissan_altima,nissan_altima,2019,United States,0.55
2019_nissan_frontier,nissan_frontier,2019,United States,0.5
2019_nissan_leafev,nissan_leafev,2019,United States,0.35
2019_nissan_maxima,nissan_maxima,2019,United States,0.5
2019_nissan_murano,nissan_murano,2019,United States,0.55
2019_nissan_pathfinder,nissan_pathfinder,2019,United States,0.55
2019_nissan_roguehybrid,nissan_roguehybrid,2019,United States,0.25
2019_nissan_titan,nissan_titan,2019,United States,0.5
2019_ram_1500,ram_1500,2019,United States,0.58
2019_subaru_ascent,subaru_ascent,2019,United States,0.5
2019_subaru_impreza,subaru_impreza,2019,United States,0.45
2019_subaru_legacy,subaru_legacy,2019,United States,0.45
2019_subaru_outback,subaru_outback,2019,United States,0.45
2019_toyota_avalon,toyota_avalon,2019,United States,0.6
2019_toyota_avalonhybrid,toyota_avalonhybrid,2019,United States,0.45
2019_toyota_camry,toyota_camry,2019,United States,0.65
2019_toyota_camryhybrid,toyota_camryhybrid,2019,United States,0.45
2019_toyota_highlander,toyota_highlander,2019,United States,0.65
2019_toyota_highlanderhybrid,toyota_highlanderhybrid,2019,United States,0.4
2019_toyota_sequoia,toyota_sequoia,2019,United States,0.6
2019_toyota_sienna,toyota_sienna,2019,United States,0.6
2019_toyota_tacoma,toyota_tacoma,2019,United States,0.6
2019_toyota_tundra,toyota_tundra,2019,United States,0.6
2019_volkswagen_atlas,volkswagen_atlas,2019,United States,0.485
2019_volkswagen_passat,volkswagen_passat,2019,United States,0.32
2019_volvo_s60,volvo_s60,2019,United States,0.2
2020_acura_ilx,acura_ilx,2020,United States,0.55
2020_acura_mdx,acura_mdx,2020,United States,0.6125
2020_acura_nsxhybrid,acura_nsxhybrid,2020,United States,0.35
2020_acura_rdx,acura_rdx,2020,United States,0.65
2020_acura_tlx,acura_tlx,2020,United States,0.7000000000000001
2020_bmw_x3,bmw_x3,2020,United States,0.31
2020_bmw_x3hybrid,bmw_x3hybrid,2020,United States,0.31
2020_bmw_x4,bmw_x4,2020,United States,0.305
2020_bmw_x5,bmw_x5,2020,United States,0.31
2020_bmw_x6,bmw_x6,2020,United States,0.21500000000000002
2020_bmw_x7,bmw_x7,2020,United States,0.23
2020_cadillac_escalade,cadillac_escalade,2020,United States,0.43
2020_chevrolet_tahoe,chevrolet_tahoe,2020,United States,0.43
2020_dodge_durango,dodge_durango,2020,United States,0.58
2020_ford_escape,ford_escape,2020,United States,0.42
2020_ford_expedition,ford_expedition,2020,United States,0.51
2020_ford_explorer,ford_explorer,2020,United States,0.55
2020_ford_f150,ford_f150,2020,United States,0.5
2020_ford_mustang,ford_mustang,2020,United States,0.51
2020_ford_ranger,ford_ranger,2020,United States,0.7
2020_gmc_yukon,gmc_yukon,2020,United States,0.43
2020_honda_accord,honda_accord,2020,United States,0.65
2020_honda_crv,honda_crv,2020,United States,0.55
2020_honda_insighthybrid,honda_insighthybrid,2020,United States,0.45
2020_honda_odyssey,honda_odyssey,2020,United States,0.7
2020_honda_passport,honda_passport,2020,United States,0.7
2020_honda_pilot,honda_pilot,2020,United States,0.65
2020_honda_ridgeline,honda_ridgeline,2020,United States,0.7
2020_hyundai_elantra,hyundai_elantra,2020,United States,0.45
2020_hyundai_santafe,hyundai_santafe,2020,United States,0.35
2020_hyundai_sonata,hyundai_sonata,2020,United States,0.45
2020_infiniti_qx60,infiniti_qx60,2020,United States,0.5
