product_ids,make_model,year,plant_country,pcUSCA_pct
2020_jeep_gladiator,jeep_gladiator,2020,United States,0.61
2020_jeep_grandcherokee,jeep_grandcherokee,2020,United States,0.58
2020_jeep_wrangler,jeep_wrangler,2020,United States,0.58
2020_kia_optima,kia_optima,2020,United States,0.5166666666666666
2020_kia_sorento,kia_sorento,2020,United States,0.55
2020_kia_telluride,kia_telluride,2020,United States,0.51
2020_lincoln_aviator,lincoln_aviator,2020,United States,0.5
2020_lincoln_continental,lincoln_continental,2020,United States,0.46
2020_lincoln_corsair,lincoln_corsair,2020,United States,0.16
2020_lincoln_navigator,lincoln_navigator,2020,United States,0.47
2020_nissan_altima,nissan_altima,2020,United States,0.5
2020_nissan_frontier,nissan_frontier,2020,United States,0.5
2020_nissan_leafev,nissan_leafev,2020,United States,0.35
2020_nissan_maxima,nissan_maxima,2020,United States,0.5
2020_nissan_murano,nissan_murano,2020,United States,0.55
2020_nissan_pathfinder,nissan_pathfinder,2020,United States,0.55
2020_nissan_titan,nissan_titan,2020,United States,0.5
2020_subaru_ascent,subaru_ascent,2020,United States,0.5
2020_subaru_impreza,subaru_impreza,2020,United States,0.45
2020_subaru_legacy,subaru_legacy,2020,United States,0.5
2020_subaru_outback,subaru_outback,2020,United States,0.45
2020_toyota_avalon,toyota_avalon,2020,United States,0.6
2020_toyota_avalonhybrid,toyota_avalonhybrid,2020,United States,0.45
2020_toyota_camry,toyota_camry,2020,United States,0.65
2020_toyota_camryhybrid,toyota_camryhybrid,2020,United States,0.45
2020_toyota_highlander,toyota_highlander,2020,United States,0.6
2020_toyota_highlanderhybrid,toyota_highlanderhybrid,2020,United States,0.45
2020_toyota_sequoia,toyota_sequoia,2020,United States,0.5
2020_toyota_sienna,toyota_sienna,2020,United States,0.65
2020_toyota_tundra,toyota_tundra,2020,United States,0.6
2020_volkswagen_atlas,volkswagen_atlas,2020,United States,0.475
2020_volkswagen_atlascrosssport,volkswagen_atlascrosssport,2020,United States,0.44
2020_volkswagen_passat,volkswagen_passat,2020,United States,0.44
2020_volvo_s60,volvo_s60,2020,United States,0.16666666666666666
2020_volvo_s60hybrid,volvo_s60hybrid,2020,United States,0.17
2021_acura_ilx,acura_ilx,2021,United States,0.55
2021_acura_rdx,acura_rdx,2021,United States,0.65
2021_acura_tlx,acura_tlx,2021,United States,0.65
2021_bmw_x3,bmw_x3,2021,United States,0.3
2021_bmw_x3hybrid,bmw_x3hybrid,2021,United States,0.3
2021_bmw_x4,bmw_x4,2021,United States,0.31
2021_bmw_x5,bmw_x5,2021,United States,0.36
2021_bmw_x5hybrid,bmw_x5hybrid,2021,United States,0.36
2021_bmw_x6,bmw_x6,2021,United States,0.3
2021_bmw_x7,bmw_x7,2021,United States,0.32
2021_cadillac_escalade,cadillac_escalade,2021,United States,0.46
2021_chevrolet_tahoe,chevrolet_tahoe,2021,United States,0.46
2021_dodge_durango,dodge_durango,2021,United States,0.67
2021_ford_bronco,ford_bronco,2021,United States,0.61
2021_ford_escape,ford_escape,2021,United States,0.4
2021_ford_expedition,ford_expedition,2021,United States,0.6
2021_ford_explorer,ford_explorer,2021,United States,0.48
2021_ford_f150,ford_f150,2021,United States,0.55
2021_ford_mustang,ford_mustang,2021,United States,0.77
2021_ford_ranger,ford_ranger,2021,United States,0.45
2021_gmc_yukon,gmc_yukon,2021,United States,0.46
2021_honda_accord,honda_accord,2021,United States,0.5
2021_honda_crv,honda_crv,2021,United States,0.5
2021_honda_odyssey,honda_odyssey,2021,United States,0.7
2021_honda_passport,honda_passport,2021,United States,0.7
2021_honda_pilot,honda_pilot,2021,United States,0.7
2021_hyundai_elantra,hyundai_elantra,2021,United States,0.55
2021_hyundai_santafe,hyundai_santafe,2021,United States,0.5
2021_hyundai_sonata,hyundai_sonata,2021,United States,0.45
2021_jeep_gladiator,jeep_gladiator,2021,United States,0.65
2021_jeep_grandcherokee,jeep_grandcherokee,2021,United States,0.67
2021_jeep_wrangler,jeep_wrangler,2021,United States,0.6
2021_kia_k5,kia_k5,2021,United States,0.55
2021_kia_sorento,kia_sorento,2021,United States,0.5
2021_kia_telluride,kia_telluride,2021,United States,0.5
2021_lexus_es,lexus_es,2021,United States,0.47500000000000003
2021_lincoln_corsair,lincoln_corsair,2021,United States,0.25
2021_lincoln_navigator,lincoln_navigator,2021,United States,0.5
2021_nissan_altima,nissan_altima,2021,United States,0.5
2021_nissan_frontier,nissan_frontier,2021,United States,0.45
2021_nissan_leafev,nissan_leafev,2021,United States,0.35
2021_nissan_maxima,nissan_maxima,2021,United States,0.5
2021_nissan_murano,nissan_murano,2021,United States,0.55
2021_nissan_titan,nissan_titan,2021,United States,0.5
2021_ram_1500classic,ram_1500classic,2021,United States,0.63
2021_subaru_ascent,subaru_ascent,2021,United States,0.5
2021_subaru_impreza,subaru_impreza,2021,United States,0.45
2021_subaru_legacy,subaru_legacy,2021,United States,0.5
2021_subaru_outback,subaru_outback,2021,United States,0.5
2021_toyota_avalon,toyota_avalon,2021,United States,0.55
2021_toyota_avalonhybrid,toyota_avalonhybrid,2021,United States,0.45
2021_toyota_camry,toyota_camry,2021,United States,0.55
2021_toyota_camryhybrid,toyota_camryhybrid,2021,United States,0.45
2021_toyota_highlander,toyota_highlander,2021,United States,0.55
2021_toyota_highlanderhybrid,toyota_highlanderhybrid,2021,United States,0.45
2021_toyota_sequoia,toyota_sequoia,2021,United States,0.55
2021_toyota_siennahybrid,toyota_siennahybrid,2021,United States,0.45
2021_toyota_tundra,toyota_tundra,2021,United States,0.65
2021_volkswagen_atlas,volkswagen_atlas,2021,United States,0.47
2021_volkswagen_atlascrosssport,volkswagen_atlascrosssport,2021,United States,0.435
2021_volkswagen_passat,volkswagen_passat,2021,United States,0.39
2021_volvo_s60,volvo_s60,2021,United States,0.16666666666666666
2021_volvo_s60hybrid,volvo_s60hybrid,2021,United States,0.17
2022_acura_ilx,acura_ilx,2022,United States,0.55
2022_acura_mdx,acura_mdx,2022,United States,0.6
2022_acura_rdx,acura_rdx,2022,United States,0.6
2022_acura_tlx,acura_tlx,2022,United States,0.6166666666666667
2022_bmw_x3,bmw_x3,2022,United States,0.32499999999999996
2022_bmw_x4,bmw_x4,2022,United States,0.32999999999999996
2022_bmw_x5,bmw_x5,2022,United States,0.38
2022_bmw_x5hybrid,bmw_x5hybrid,2022,United States,0.36
2022_bmw_x6,bmw_x6,2022,United States,0.39
2022_bmw_x7,bmw_x7,2022,United States,0.36
2022_cadillac_escalade,cadillac_escalade,2022,United States,0.46
2022_chevrolet_tahoe,chevrolet_tahoe,2022,United States,0.46
2022_dodge_durango,dodge_durango,2022,United States,0.71
2022_ford_bronco,ford_bronco,2022,United States,0.55
2022_ford_escape,ford_escape,2022,United States,0.36
2022_ford_expedition,ford_expedition,2022,United States,0.5
2022_ford_explorer,ford_explorer,2022,United States,0.45
2022_ford_f150,ford_f150,2022,United States,0.5
2022_ford_mustang,ford_mustang,2022,United States,0.51
2022_ford_ranger,ford_ranger,2022,United States,0.55
2022_gmc_yukon,gmc_yukon,2022,United States,0.46
2022_honda_accord,honda_accord,2022,United States,0.5
2022_honda_civic,honda_civic,2022,United States,0.6
2022_honda_crv,honda_crv,2022,United States,0.5
2022_honda_insighthybrid,honda_insighthybrid,2022,United States,0.45
2022_honda_odyssey,honda_odyssey,2022,United States,0.7
2022_honda_passport,honda_passport,2022,United States,0.75
2022_honda_pilot,honda_pilot,2022,United States,0.6999999999999998
2022_honda_ridgeline,honda_ridgeline,2022,United States,0.7
2022_hyundai_santafe,hyundai_santafe,2022,United States,0.5
2022_jeep_gladiator,jeep_gladiator,2022,United States,0.68
2022_jeep_grandcherokee,jeep_grandcherokee,2022,United States,0.6950000000000001
2022_jeep_grandwagoneer,jeep_grandwagoneer,2022,United States,0.6
2022_jeep_wrangler,jeep_wrangler,2022,United States,0.6
2022_kia_sorento,kia_sorento,2022,United States,0.55
2022_kia_telluride,kia_telluride,2022,United States,0.6
2022_lexus_es,lexus_es,2022,United States,0.55
2022_lexus_eshybrid,lexus_eshybrid,2022,United States,0.5
2022_lincoln_aviator,lincoln_aviator,2022,United States,0.45
2022_lincoln_corsair,lincoln_corsair,2022,United States,0.72
2022_lincoln_navigator,lincoln_navigator,2022,United States,0.43
2022_nissan_altima,nissan_altima,2022,United States,0.5
2022_nissan_frontier,nissan_frontier,2022,United States,0.4
2022_nissan_leafev,nissan_leafev,2022,United States,0.3
2022_nissan_maxima,nissan_maxima,2022,United States,0.5
2022_nissan_murano,nissan_murano,2022,United States,0.55
2022_nissan_pathfinder,nissan_pathfinder,2022,United States,0.5
2022_nissan_titan,nissan_titan,2022,United States,0.5
2022_ram_1500classic,ram_1500classic,2022,United States,0.65
2022_subaru_ascent,subaru_ascent,2022,United States,0.5
2022_subaru_impreza,subaru_impreza,2022,United States,0.5
2022_subaru_legacy,subaru_legacy,2022,United States,0.5
2022_subaru_outback,subaru_outback,2022,United States,0.5
2022_toyota_avalon,toyota_avalon,2022,United States,0.55
2022_toyota_avalonhybrid,toyota_avalonhybrid,2022,United States,0.55
2022_toyota_camry,toyota_camry,2022,United States,0.6
2022_toyota_camryhybrid,toyota_camryhybrid,2022,United States,0.45
2022_toyota_corollacross,toyota_corollacross,2022,United States,0.4
2022_toyota_highlander,toyota_highlander,2022,United States,0.5
2022_toyota_highlanderhybrid,toyota_highlanderhybrid,2022,United States,0.4
2022_toyota_sequoia,toyota_sequoia,2022,United States,0.55
2022_toyota_siennahybrid,toyota_siennahybrid,2022,United States,0.55
2022_toyota_tundra,toyota_tundra,2022,United States,0.5
2022_toyota_tundrahybrid,toyota_tundrahybrid,2022,United States,0.65
2022_volkswagen_atlas,volkswagen_atlas,2022,United States,0.47
2022_volkswagen_atlascrosssport,volkswagen_atlascrosssport,2022,United States,0.4475
2022_volkswagen_passat,volkswagen_passat,2022,United States,0.28
2022_volvo_s60,volvo_s60,2022,United States,0.325
2022_volvo_s60hybrid,volvo_s60hybrid,2022,United States,0.25
2023_acura_integra,acura_integra,2023,United States,0.65
2023_acura_mdx,acura_mdx,2023,United States,0.55
2023_acura_rdx,acura_rdx,2023,United States,0.6399999999999999
2023_acura_tlx,acura_tlx,2023,United States,0.575
2023_bmw_x3,bmw_x3,2023,United States,0.4
2023_bmw_x4,bmw_x4,2023,United States,0.35
2023_bmw_x5,bmw_x5,2023,United States,0.32
2023_bmw_x6,bmw_x6,2023,United States,0.36
2023_bmw_x7,bmw_x7,2023,United States,0.2
2023_bmw_xmhybrid,bmw_xmhybrid,2023,United States,0.06
2023_dodge_durango,dodge_durango,2023,United States,0.71
2023_ford_bronco,ford_bronco,2023,United States,0.29
2023_ford_escape,ford_escape,2023,United States,0.22
2023_ford_escapehybrid,ford_escapehybrid,2023,United States,0.22
2023_ford_expedition,ford_expedition,2023,United States,0.4
2023_ford_explorer,ford_explorer,2023,United States,0.27
2023_ford_f150,ford_f150,2023,United States,0.3
2023_ford_f150ev,ford_f150ev,2023,United States,0.38
2023_ford_mustang,ford_mustang,2023,United States,0.16
2023_ford_ranger,ford_ranger,2023,United States,0.23
2023_honda_accord,honda_accord,2023,United States,0.5
2023_honda_civic,honda_civic,2023,United States,0.6
2023_honda_crv,honda_crv,2023,United States,0.575
2023_honda_odyssey,honda_odyssey,2023,United States,0.7
2023_honda_passport,honda_passport,2023,United States,0.75
2023_honda_pilot,honda_pilot,2023,United States,0.6
2023_honda_ridgeline,honda_ridgeline,2023,United States,0.675
2023_hyundai_santacruz,hyundai_santacruz,2023,United States,0.55
2023_hyundai_santafe,hyundai_santafe,2023,United States,0.5
2023_infiniti_qx60,infiniti_qx60,2023,United States,0.45
2023_jeep_gladiator,jeep_gladiator,2023,United States,0.68
2023_jeep_grandcherokee,jeep_grandcherokee,2023,United States,0.66
2023_jeep_grandwagoneer,jeep_grandwagoneer,2023,United States,0.6
2023_jeep_wagoneer,jeep_wagoneer,2023,United States,0.6
2023_jeep_wrangler,jeep_wrangler,2023,United States,0.61
2023_kia_k5,kia_k5,2023,United States,0.6
2023_kia_sorento,kia_sorento,2023,United States,0.55
2023_kia_telluride,kia_telluride,2023,United States,0.6
2023_lexus_es,lexus_es,2023,United States,0.55
2023_lexus_eshybrid,lexus_eshybrid,2023,United States,0.5
2023_lincoln_aviator,lincoln_aviator,2023,United States,0.2
2023_lincoln_aviatorhybrid,lincoln_aviatorhybrid,2023,United States,0.2
2023_lincoln_corsair,lincoln_corsair,2023,United States,0.52
2023_lincoln_corsairhybrid,lincoln_corsairhybrid,2023,United States,0.52
2023_lincoln_navigator,lincoln_navigator,2023,United States,0.4
2023_mazda_cx50,mazda_cx50,2023,United States,0.5
2023_nissan_altima,nissan_altima,2023,United States,0.5
2023_nissan_frontier,nissan_frontier,2023,United States,0.4
2023_nissan_leafev,nissan_leafev,2023,United States,0.25
2023_nissan_maxima,nissan_maxima,2023,United States,0.5
2023_nissan_murano,nissan_murano,2023,United States,0.55
2023_nissan_pathfinder,nissan_pathfinder,2023,United States,0.5
2023_nissan_rogue,nissan_rogue,2023,United States,0.275
2023_nissan_titan,nissan_titan,2023,United States,0.45
2023_ram_1500classic,ram_1500classic,2023,United States,0.65
2023_subaru_ascent,subaru_ascent,2023,United States,0.5
2023_subaru_impreza,subaru_impreza,2023,United States,0.5
2023_subaru_legacy,subaru_legacy,2023,United States,0.5
2023_subaru_outback,subaru_outback,2023,United States,0.5
2023_tesla_modelyev,tesla_modelyev,2023,United States,0.675
2023_toyota_camry,toyota_camry,2023,United States,0.65
2023_toyota_camryhybrid,toyota_camryhybrid,2023,United States,0.45
2023_toyota_corollacross,toyota_corollacross,2023,United States,0.6
2023_toyota_corollacrosshybrid,toyota_corollacrosshybrid,2023,United States,0.45
2023_toyota_highlander,toyota_highlander,2023,United States,0.6
2023_toyota_highlanderhybrid,toyota_highlanderhybrid,2023,United States,0.5
2023_toyota_sequoiahybrid,toyota_sequoiahybrid,2023,United States,0.5
2023_toyota_siennahybrid,toyota_siennahybrid,2023,United States,0.55
2023_toyota_tundra,toyota_tundra,2023,United States,0.6
2023_toyota_tundrahybrid,toyota_tundrahybrid,2023,United States,0.5
2023_volkswagen_atlas,volkswagen_atlas,2023,United States,0.4875
2023_volkswagen_atlascrosssport,volkswagen_atlascrosssport,2023,United States,0.46499999999999997
2023_volkswagen_id4ev,volkswagen_id4ev,2023,United States,0.68
2023_volvo_s60,volvo_s60,2023,United States,0.325
2023_volvo_s60hybrid,volvo_s60hybrid,2023,United States,0.25
2024_acura_integra,acura_integra,2024,United States,0.6
2024_acura_mdx,acura_mdx,2024,United States,0.6166666666666667
2024_acura_rdx,acura_rdx,2024,United States,0.65
2024_acura_tlx,acura_tlx,2024,United States,0.55
2024_acura_zdxev,acura_zdxev,2024,United States,0.63
2024_bmw_x3,bmw_x3,2024,United States,0.27
2024_bmw_x4,bmw_x4,2024,United States,0.32
2024_bmw_x5,bmw_x5,2024,United States,0.28
2024_bmw_x6,bmw_x6,2024,United States,0.3
2024_bmw_x7,bmw_x7,2024,United States,0.25
2024_bmw_xmhybrid,bmw_xmhybrid,2024,United States,0.21
2024_buick_enclave,buick_enclave,2024,United States,0.31
2024_cadillac_ct4,cadillac_ct4,2024,United States,0.38
2024_cadillac_ct5,cadillac_ct5,2024,United States,0.38
2024_cadillac_escalade,cadillac_escalade,2024,United States,0.37
2024_cadillac_xt4,cadillac_xt4,2024,United States,0.39
2024_cadillac_xt5,cadillac_xt5,2024,United States,0.31
2024_cadillac_xt6,cadillac_xt6,2024,United States,0.31
2024_chevrolet_camaro,chevrolet_camaro,2024,United States,0.45
2024_chevrolet_colorado,chevrolet_colorado,2024,United States,0.51
2024_chevrolet_corvette,chevrolet_corvette,2024,United States,0.4
2024_chevrolet_express,chevrolet_express,2024,United States,0.54
2024_chevrolet_malibu,chevrolet_malibu,2024,United States,0.39
2024_chevrolet_silverado,chevrolet_silverado,2024,United States,0.37
2024_chevrolet_silveradoev,chevrolet_silveradoev,2024,United States,0.36
2024_chevrolet_tahoe,chevrolet_tahoe,2024,United States,0.37
2024_chevrolet_traverse,chevrolet_traverse,2024,United States,0.32999999999999996
2024_dodge_durango,dodge_durango,2024,United States,0.69
2024_ford_bronco,ford_bronco,2024,United States,0.18
2024_ford_escape,ford_escape,2024,United States,0.32
2024_ford_escapehybrid,ford_escapehybrid,2024,United States,0.32
2024_ford_expedition,ford_expedition,2024,United States,0.25
2024_ford_explorer,ford_explorer,2024,United States,0.27
2024_ford_f150,ford_f150,2024,United States,0.32
2024_ford_f150ev,ford_f150ev,2024,United States,0.24
2024_ford_mustang,ford_mustang,2024,United States,0.6
2024_ford_ranger,ford_ranger,2024,United States,0.08
2024_genesis_gv70,genesis_gv70,2024,United States,0.25
2024_gmc_acadia,gmc_acadia,2024,United States,0.31
2024_gmc_canyon,gmc_canyon,2024,United States,0.51
2024_gmc_savana,gmc_savana,2024,United States,0.54
2024_gmc_sierra,gmc_sierra,2024,United States,0.37
2024_gmc_yukon,gmc_yukon,2024,United States,0.37
2024_honda_accord,honda_accord,2024,United States,0.5
2024_honda_civic,honda_civic,2024,United States,0.6
2024_honda_odyssey,honda_odyssey,2024,United States,0.7
2024_honda_passport,honda_passport,2024,United States,0.75
2024_honda_pilot,honda_pilot,2024,United States,0.7
2024_honda_ridgeline,honda_ridgeline,2024,United States,0.7
2024_hyundai_santacruz,hyundai_santacruz,2024,United States,0.55
2024_hyundai_santafe,hyundai_santafe,2024,United States,0.5
2024_hyundai_santafehybrid,hyundai_santafehybrid,2024,United States,0.4
2024_infiniti_qx60,infiniti_qx60,2024,United States,0.45
2024_jeep_gladiator,jeep_gladiator,2024,United States,0.68
2024_jeep_grandcherokee,jeep_grandcherokee,2024,United States,0.59
2024_jeep_wrangler,jeep_wrangler,2024,United States,0.64
2024_kia_k5,kia_k5,2024,United States,0.6
2024_kia_sorento,kia_sorento,2024,United States,0.6
2024_kia_sportage,kia_sportage,2024,United States,0.55
2024_kia_telluride,kia_telluride,2024,United States,0.6
2024_lexus_es,lexus_es,2024,United States,0.5
2024_lexus_eshybrid,lexus_eshybrid,2024,United States,0.45
2024_lexus_tx,lexus_tx,2024,United States,0.575
2024_lexus_txhybrid,lexus_txhybrid,2024,United States,0.3
2024_lincoln_aviator,lincoln_aviator,2024,United States,0.27
2024_lincoln_corsair,lincoln_corsair,2024,United States,0.47
2024_lincoln_corsairhybrid,lincoln_corsairhybrid,2024,United States,0.47
2024_lincoln_navigator,lincoln_navigator,2024,United States,0.23
2024_mazda_cx50,mazda_cx50,2024,United States,0.5
2024_nissan_altima,nissan_altima,2024,United States,0.5
2024_nissan_frontier,nissan_frontier,2024,United States,0.4
2024_nissan_leafev,nissan_leafev,2024,United States,0.3
2024_nissan_murano,nissan_murano,2024,United States,0.55
2024_nissan_pathfinder,nissan_pathfinder,2024,United States,0.5
2024_nissan_rogue,nissan_rogue,2024,United States,0.25
2024_nissan_titan,nissan_titan,2024,United States,0.45
2024_subaru_ascent,subaru_ascent,2024,United States,0.5
2024_subaru_legacy,subaru_legacy,2024,United States,0.5
2024_subaru_outback,subaru_outback,2024,United States,0.5
2024_tesla_cybertruckev,tesla_cybertruckev,2024,United States,0.65
2024_tesla_model3ev,tesla_model3ev,2024,United States,0.375
2024_tesla_modelsev,tesla_modelsev,2024,United States,0.65
2024_tesla_modelxev,tesla_modelxev,2024,United States,0.6
2024_tesla_modelyev,tesla_modelyev,2024,United States,0.6999999999999998
2024_toyota_camry,toyota_camry,2024,United States,0.7
2024_toyota_camryhybrid,toyota_camryhybrid,2024,United States,0.5
2024_toyota_corollacross,toyota_corollacross,2024,United States,0.6
2024_toyota_corollacrosshybrid,toyota_corollacrosshybrid,2024,United States,0.45
2024_toyota_grandhighlander,toyota_grandhighlander,2024,United States,0.6
2024_toyota_grandhighlanderhybrid,toyota_grandhighlanderhybrid,2024,United States,0.5
2024_toyota_highlander,toyota_highlander,2024,United States,0.65
2024_toyota_highlanderhybrid,toyota_highlanderhybrid,2024,United States,0.55
2024_toyota_sequoiahybrid,toyota_sequoiahybrid,2024,United States,0.5
2024_toyota_siennahybrid,toyota_siennahybrid,2024,United States,0.6
2024_toyota_tundra,toyota_tundra,2024,United States,0.55
2024_toyota_tundrahybrid,toyota_tundrahybrid,2024,United States,0.5
2024_volkswagen_atlas,volkswagen_atlas,2024,United States,0.495
2024_volkswagen_atlascrosssport,volkswagen_atlascrosssport,2024,United States,0.49
2024_volkswagen_id4ev,volkswagen_id4ev,2024,United States,0.71
2024_volvo_s60,volvo_s60,2024,United States,0.3
2024_volvo_s60hybrid,volvo_s60hybrid,2024,United States,0.2
