Manufacturers,Makes,Carlines,year_make_model,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1,assembly2,engine1,engine2,transmission1,transmission2,,,,,
Porsche AG,Porsche,718 Boxster T,2022_porsche_boxster,PC,0%,77% Germany,,"Osnabrueck, Germany",,G,,G ,,,,,,
Porsche AG,Porsche,718 Spyder,2022_porsche_spyder,PC,0%,78% Germany,,"Stuttgart,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,718 Spyder,2022_porsche_spyder,PC,0%,78% Germany,,"Osnabrueck, Germany",,G,,G ,,,,,,
Porsche AG,Porsche,718 Cayman GT4,2022_porsche_cayman,PC,0%,74% Germany,,"Stuttgart,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,718 Cayman GT4,2022_porsche_cayman,PC,0%,74% Germany,,"Osnabrueck, Germany",,G,,G ,,,,,,
Porsche AG,Porsche,718 Cayman GTS 4.0 (Man),2022_porsche_cayman,PC,0%,72% Germany,,"Stuttgart,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,718 Cayman GTS 4.0 (Man),2022_porsche_cayman,PC,0%,72% Germany,,"Osnabrueck, Germany",,G,,G ,,,,,,
Porsche AG,Porsche,718 Boxster GTS 4.0 (Man),2022_porsche_boxster,PC,0%,74% Germany,,"Stuttgart,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,718 Boxster GTS 4.0 (Man),2022_porsche_boxster,PC,0%,74% Germany,,"Osnabrueck, Germany",,G,,G ,,,,,,
Porsche AG,Porsche,718 Cayman GTS 4.0 (auto),2022_porsche_cayman,PC,0%,73% Germany,,"Stuttgart,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,718 Cayman GTS 4.0 (auto),2022_porsche_cayman,PC,0%,73% Germany,,"Osnabrueck, Germany",,G,,G ,,,,,,
Porsche AG,Porsche,718 Boxster GTS 4.0 (auto),2022_porsche_boxster,PC,0%,75% Germany,,"Stuttgart,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,718 Boxster GTS 4.0 (auto),2022_porsche_boxster,PC,0%,75% Germany,,"Osnabrueck, Germany",,G,,G ,,,,,,
Porsche AG,Porsche,911 Carrera,2022_porsche_911,PC,0%,76% Germany,,"Stuttgart,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,911 Carrera Cabriolet,2022_porsche_911,PC,0%,76% Germany,,"Stuttgart,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,911 Carrera 4,2022_porsche_911,PC,0%,76% Germany,,"Stuttgart,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,911 Carrera 4 Cabriolet,2022_porsche_911,PC,0%,77% Germany,,"Stuttgart,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,911 Carrera S,2022_porsche_911,PC,0%,73%Germany,,"Stuttgart,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,911 Carrera S Cabriolet,2022_porsche_911,PC,0%,74% Germany,,"Stuttgart,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,911 Carrera 4S,2022_porsche_911,PC,0%,74% Germany,,"Stuttgart,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,911 Carrera 4S Cabriolet,2022_porsche_911,PC,0%,75% Germany,,"Stuttgart,
Germanv",,G,,G ,,,,,,
Porsche AG,Porsche,911 Targa 4,2022_porsche_911,PC,0%,73% Germany,,"Stuttgart,
Germanv",,G,,G ,,,,,,
Porsche AG,Porsche,911 Targa 4S,2022_porsche_911,PC,0%,73% Germany,,"Stuttgart,
Germanv",,G,,G ,,,,,,
Porsche AG,Porsche,911 Turbo,2022_porsche_911,PC,0%,72% Germany,,"Stuttgart,
Germanv",,G,,G ,,,,,,
Porsche AG,Porsche,911 Turbo S  ,2022_porsche_911,PC,0%,75% Germany,,"Stuttgart,
Germanv",,G,,G ,,,,,,
Porsche AG,Porsche,911 Turbo Cabriolet,2022_porsche_911,PC,0%,73% Germany,,"Stuttgart,
Germanv",,G,,G ,,,,,,
Porsche AG,Porsche,911 Turbo S Cabriolet,2022_porsche_911,PC,0%,74% Germany,,"Stuttgart,
Germanv",,G,,G ,,,,,,
Porsche AG,Porsche,Taycan 4S,2022_porsche_taycan,PC,0%,51% Germany,23% Poland,"Stuttgart,
Germanv",,G,,G ,,,,,,
Porsche AG,Porsche,Taycan 4S w Perf Pack,2022_porsche_taycan,PC,0%,50% Germany,26% Poland,"Stuttgart,
Germanv",,G,,G ,,,,,,
Porsche AG,Porsche,Taycan Turbo,2022_porsche_taycan,PC,0%,54% Germany,23% Poland,"Stuttgart,
Germanv",,G,,G ,,,,,,
Porsche AG,Porsche,Taycan Turbo S,2022_porsche_taycan,PC,0%,56% Germany,20% Poland,"Stuttgart,
Germanv",,G,,G ,,,,,,
Porsche AG,Porsche,Panamera 4 E-Hybrid,2022_porsche_panamerahybrid,PC,0%,57%Germany,,"Leipzig,
Germanv",,H,,G ,,,,,,
Porsche AG,Porsche,Panamera 4S,2022_porsche_panamera,PC,0%,60%Germany,,"Leipzig,
Germany",,H,,G ,,,,,,
Porsche AG,Porsche,Panamera GTS,2022_porsche_panamera,PC,0%,69% Germany,,"Leipzig,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,Panamera Turbo,2022_porsche_panamera,PC,0%,67% Germany,,"Leipzig,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,Panamera Turbo S E-Hybrid,2022_porsche_panamerahybrid,PC,0%,63% Germany,,"Leipzig,
Germany",,G,,G ,,,,,,
Porsche AG,Porsche,"Panamera Turbo S E-Hybrid
Executive",2022_porsche_panamerahybrid,PC,0%,62% Germany,,"Leipzig,
Germanv",,G,,G ,,,,,,
Porsche AG,Porsche,Panamera 4 Sport Turismo,2022_porsche_panamera,PC,0%,61% Germany,,"Leipzig,
Germany",,H,,G ,,,,,,
Porsche AG,Porsche,"Panamera 4 E-Hybrid Sport
Tourismo",2022_porsche_panamerahybrid,PC,0%,56% Germany,,"Leipzig,
Germany",,H,,G ,,,,,,
Porsche AG,Porsche,Panamera 4S Sport Turismo,2022_porsche_panamera,PC,0%,61% Germany,,"Leipzig,
Germany",,H,,G ,,,,,,
Porsche AG,Porsche,Panamera GTS Sport Turismo,2022_porsche_panamera,PC,0%,68% Germany,,"Leipzig,
Germanv",,G,,G ,,,,,,
Subaru,Subaru,Ascent,2022_subaru_ascent,MPV,50%,30% J,,US,,J,,J,,,,,,
Subaru,Subaru,BRZ,2022_subaru_brz,PC,0%,90% J,,J,,J,,J,,,,,,
Subaru,Subaru,Forester,2022_subaru_forester,MPV,5%,80% J,,J,,J,,J,,,,,,
Subaru,Subaru,Crosstrek,2022_subaru_crosstrek,MPV,5%,85% J,,J,,J,,J,,,,,,
Subaru,Subaru,Crosstrek Hybrid,2022_subaru_crosstrekhybrid,MPV,0%,90% J,,J,,J,,J,,,,,,
Subaru,Subaru,Impreza,2022_subaru_impreza,PC,50%,35% J,,US,,J,,J,,,,,,
Subaru,Subaru,Impreza 5 dr,2022_subaru_impreza,PC,50%,35% J,,US,,J,,J,,,,,,
Subaru,Subaru,Legacy,2022_subaru_legacy,PC,50%,35% J,,US,,J,,J,,,,,,
Subaru,Subaru,Outback,2022_subaru_outback,MPV,50%,35% J,,US,,J,,J,,,,,,
Subaru,Toyota,GR86,2022_toyota_gr86,PC,0%,90% J,,J,,J,,J,,,,,,
Subaru,Subaru,WRX,2022_subaru_wrx,PC,0%,85% J,,J,,J,,J,,,,,,
Subaru,Subaru,STI S209,2022_subaru_sti,PC,0%,95% J,,J,,J,,J,,,,,,
Tesla Inc.,Tesla,Model S,2022_tesla_models,PC,55%,20% MX,,"Fremont, CA",,USA,,USA ,,,,,,
Tesla Inc.,Tesla,Model X,2022_tesla_modelx,MPV,55%,20% MX,,"Fremont, CA",,USA,,USA ,,,,,,
Tesla Inc.,Tesla,Model 3 RWD,2022_tesla_model3,PC,35%,20% MX,,"Fremont, CA",,USA,,USA ,,,,,,
Tesla Inc.,Tesla,Model 3 Long Range   ,2022_tesla_model3,PC,65%,20% MX,,"Fremont, CA",,USA,,USA ,,,,,,
Tesla Inc.,Tesla,Model 3 Performance,2022_tesla_model3,PC,60%,20% MX,,"Fremont, CA",,USA,,USA ,,,,,,
Tesla Inc.,Tesla,Model Y,2022_tesla_modely,MPV,60%,20% MX,,"Fremont, CA",,USA,,USA ,,,,,,
Toyota,Toyota,GR86,2022_toyota_gr86,PC,0%,90% J,,J,,J,,J,,,,,,
Toyota,Lexus,CT200h,2022_lexus_cthybrid,PC,,,,,,,,,,,,,,
Toyota,Lexus,GX460,2022_lexus_gx,MPV,0%,100% J,,J,,J,,J,,,,,,
Toyota,Lexus,ES 250/350,2022_lexus_es,PC,55%,35% J,,US,,US,J,US,,,,,,
Toyota,Lexus,ES 300h,2022_lexus_eshybrid,PC,50%,40% J,,US,,US,,J,,,,,,
Toyota,Lexus,GS350,2022_lexus_gs,PC,0%,100% J,,,,,,,,,,,,
Toyota,Lexus,GS300,2022_lexus_gs300,PC,,,,,,,,,,,,,,
Toyota,Lexus,GS 450 h,2022_lexus_gs,PC,,,,,,,,,,,,,,
Toyota,Lexus,GS F,2022_lexus_gs,PC,0%,100% J,,,,,,,,,,,,
Toyota,Lexus,IS300 / 350,2022_lexus_is,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Lexus,LC 500,2022_lexus_lc,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Lexus,LC Convertible,2022_lexus_lc,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Lexus,LC 500h,2022_lexus_lchybrid,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Lexus,LS 500,2022_lexus_ls,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Lexus,LS 500h,2022_lexus_lshybrid,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Lexus,LX600,2022_lexus_lx,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Lexus,NX,2022_lexus_nx,MPV,25%,55% J,,J,CAN ,J,US,J,,,,,,
Toyota,Lexus,NX Hybrid,2022_lexus_nxhybrid,MPV,30%,55% J,,J,CAN ,J,US,J,US,,,,,
Toyota,Lexus,NX PHV,2022_lexus_nx,MPV,0%,100% J,,J,,J,,J,,,,,,
Toyota,Lexus,UX,2022_lexus_ux,MPV,0%,100% J,,J,,J,,J,,,,,,
Toyota,Lexus,UX Hybrid,2022_lexus_uxhybrid,MPV,0%,100% J,,J,,J,,J,,,,,,
Toyota,Lexus,RX350,2022_lexus_rx,MPV,55%,25% J,,CAN,J,US,J,US,J,,,,,
Toyota,Lexus,RX L,2022_lexus_rx,MPV,0%,100% J,,J,,J,,J,,,,,,
Toyota,Lexus,RX450h,2022_lexus_rxhybrid,MPV,35%,45% J,,CAN,,J,,J,,,,,,
Toyota,Lexus,RXh L,2022_lexus_rxhybrid,MPV,0%,100% J,,J,,J,,J,,,,,,
Toyota,Lexus,RC,2022_lexus_rc,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Lexus,RC F,2022_lexus_rcf,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Toyota,Mirai,2022_toyota_mirai,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Toyota,4Runner,2022_toyota_4runner,MPV,0%,100% J,,J,,J,,J,,,,,,
Toyota,Toyota,Avalon,2022_toyota_avalon,PC,55%,15% J,,US,,US,,US, ,,,,,
Toyota,Toyota,Avalon Hybrid,2022_toyota_avalonhybrid,PC,55%,15% J,,US,,US,,J,,,,,,
Toyota,Toyota,Camry,2022_toyota_camry,PC,60%,15% J,,US,,J,US,J,US,,,,,
Toyota,Toyota,C-HR,2022_toyota_chr,PC,0%,60% J,20% T,J,T,J,,J,,,,,,
Toyota,Toyota,Camry Hybrid,2022_toyota_camryhybrid,PC,45%,30% J,,US,,US,,J,,,,,,
Toyota,Toyota,Corolla  HB,2022_toyota_corollahybrid,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Toyota,Corolla  ,2022_toyota_corolla,PC,30%,60% J,,US, ,US,J,J,,,,,,
Toyota,Toyota,Corolla Cross,2022_toyota_corollacross,MPV,40%,25% J,,US, ,US, ,J,,,,,,
Toyota,Toyota,Corolla  Hybrid,2022_toyota_corolla,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Toyota,Highlander,2022_toyota_highlander,MPV,50%,15% J,,US,,US,,J, ,,,,,
Toyota,Toyota,Highlander Hybrid,2022_toyota_highlanderhybrid,MPV,40%,30% J,,US,,US,J,J,,,,,,
Toyota,Toyota,Land Cruiser,2022_toyota_landcruiser,MPV,0%,100% J,,J,J,J,,J,,,,,,
Toyota,Toyota,Prius ,2022_toyota_prius,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Toyota,Prius V,2022_toyota_prius,PC,,,,,,,,,,,,,,
Toyota,Toyota,Prius C,2022_toyota_prius,PC,,,,,,,,,,,,,,
Toyota,Toyota,Prius Plug In Hybrid,2022_toyota_prius,PC,,,,,,,,,,,,,,
Toyota,Toyota,Prius Prime,2022_toyota_priusprime,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Toyota,Rav4,2022_toyota_rav4,PC,65%,10% J,,CN,J,US,J,US,J,,,,,
Toyota,Toyota,Rav4 Hybrid,2022_toyota_rav4hybrid,PC,35%,55% J,,CN,US    J,US, ,J,,,,,,
Toyota,Toyota,Rav4 Prime,2022_toyota_rav4prime,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Toyota,Sequoia,2022_toyota_sequoia,MPV,55%,25% J,,US,,US,,US,,,,,,
Toyota,Toyota,Sienna,2022_toyota_sienna,MPV,65%,25% J,,US,,US,,J,,,,,,
Toyota,Toyota,Sienna Hybrid,2022_toyota_sienna,MPV,55%,25% J,,US,,US,,J,,,,,,
Toyota,Toyota,Tacoma,2022_toyota_tacoma,Truck,50%,15% J,,US,MX,US,J,US,TH,,,,,
Toyota,Toyota,Tundra,2022_toyota_tundra,Truck,50%,15% J,,US,,US,,US,,,,,,
Toyota,Toyota,Tundra Hybrid,2022_toyota_tundrahybrid,Truck,65%,15% J,,US,,US,,US,,,,,,
Toyota,Toyota,Venza Hybrid,2022_toyota_venza,PC,0%,100% J,,J,,J,,J,,,,,,
Toyota,Toyota,Yaris,2022_toyota_yaris,PC,,,,,,,,,,,,,,
Volkswagen,Volkswagen,Arteon FWD,2022_volkswagen_arteon,PC,1%,56% G ,,G,,H,,G,,,,,,
Volkswagen,Volkswagen,Arteon AWD,2022_volkswagen_arteon,PC,1%,56% G ,,G,,H,,G,,,,,,
Volkswagen,Volkswagen,Atlas 2.0 (FWD),2022_volkswagen_atlas,MPV,48%,37% M,,USA,,M (2.0L),,JP,,,,,,
Volkswagen,Volkswagen,Atlas 2.0 (AWD),2022_volkswagen_atlas,MPV,47%,35% M, ,USA,,M (2.0L),,JP,,,,,,
Volkswagen,Volkswagen,Atlas 3.6 (FWD),2022_volkswagen_atlas,MPV,47%,22% M,17% G,USA,,G (3.6L),,JP,,,,,,
Volkswagen,Volkswagen,Atlas 3.6 (AWD),2022_volkswagen_atlas,MPV,46%,22% M,16% G,USA,,G (3.6L),,JP,,,,,,
Volkswagen,Volkswagen,Atlas Cross Sport 2.0 (FWD),2022_volkswagen_atlascrosssport,MPV,46%,39% M, ,USA,,M (2.0L),,JP,,,,,,
Volkswagen,Volkswagen,Atlas Cross Sport 2.0 (AWD),2022_volkswagen_atlascrosssport,MPV,44%,36% M, ,USA,,M (2.0L),,JP,,,,,,
Volkswagen,Volkswagen,Atlas Cross Sport 3.6 (FWD),2022_volkswagen_atlascrosssport,MPV,45%,23% M,17% G,USA,,G (3.6L),,JP,,,,,,
Volkswagen,Volkswagen,Atlas Cross Sport 3.6 (AWD),2022_volkswagen_atlascrosssport,MPV,44%,24% M,16% G,USA,,G (3.6L),,JP,,,,,,
Volkswagen,Volkswagen,Golf R (manual),2022_volkswagen_golfr,PC,1%,30% G,21% H,G,,H,,G,,,,,,
Volkswagen,Volkswagen,Golf R (automatic),2022_volkswagen_golfr,PC,1%,28% G,21% H,G,,H,,G,,,,,,
Volkswagen,Volkswagen,Golf GTI (manual),2022_volkswagen_golfr,PC,1%,35% G ,22% H,G,,H, ,G,,,,,,
Volkswagen,Volkswagen,Golf GTI (automatic),2022_volkswagen_golfr,PC,1%,37% G ,21% H,G,,H, ,G,,,,,,
Volkswagen,Volkswagen,ID.4 1st Edition/Pro S (RWD),2022_volkswagen_id4,MPV,1%,46% CH,39% G,G,,G  ,,G,,,,,,
Volkswagen,Volkswagen,ID.4 Pro (RWD),2022_volkswagen_id4,MPV,1%,46% CH,38% G,G,,G  ,,G,,,,,,
Volkswagen,Volkswagen,ID.4 RWD,2022_volkswagen_id4,MPV,0%,84% G, ,G,,G  ,,G,,,,,,
Volkswagen,Volkswagen,ID.4 AWD,2022_volkswagen_id4,MPV,0%,90% G, ,G,,G  ,,G,,,,,,
Volkswagen,Volkswagen,Jetta (manual),2022_volkswagen_jetta,PC,4%,34% M, ,M,,M,,JP,,,,,,
Volkswagen,Volkswagen,Jetta (automatic),2022_volkswagen_jetta,PC,4%,35% M, ,M,,M,,JP,,,,,,
Volkswagen,Volkswagen,Jetta GLI (manual),2022_volkswagen_jetta,PC,4%,32% M,16% G,M,,M,,G,,,,,,
Volkswagen,Volkswagen,Jetta GLI (automatic),2022_volkswagen_jetta,PC,4%,32% M,22% G,M,,M,,G,,,,,,
Volkswagen,Volkswagen,Passat,2022_volkswagen_passat,PC,28%,44% M, ,USA,,M,,JP,,,,,,
Volkswagen,Volkswagen,Taos (FWD),2022_volkswagen_taos,MPV,3%,32% M,,M,,M,,JP,,,,,,
Volkswagen,Volkswagen,Taos (AWD),2022_volkswagen_taos,MPV,4%,37% M,16% G,M,,M,,G,,,,,,
Volkswagen,Volkswagen,Tiguan (FWD),2022_volkswagen_tiguan,MPV,5%,35% M,,M,,M,,JP,,,,,,
Volkswagen,Volkswagen,Tiguan (AWD),2022_volkswagen_tiguan,MPV,4%,32% M,,M,,M,,JP,,,,,,
Volvo,Volvo,S60 B5 FWD Momentum,2022_volvo_s60,PC,35%,20% SE,10% MX,USA, ,SE, ,JP,,,,,,
Volvo,Volvo,S60 B5 FWD R-Design,2022_volvo_s60,PC,35%,15% SE,10% MX,USA, ,SE, ,JP,,,,,,
Volvo,Volvo,S60 B5 FWD Inscription,2022_volvo_s60,PC,35%,15% SE,10% MX,USA, ,SE, ,JP,,,,,,
Volvo,Volvo,S60 B5 AWD Momentum,2022_volvo_s60,PC,30%,20% SE,10% MX,USA, ,SE, ,JP,,,,,,
Volvo,Volvo,S60 B5 AWD R-Design,2022_volvo_s60,PC,30%,20% SE,10% MX,USA, ,SE, ,JP,,,,,,
Volvo,Volvo,S60 B5 AWD Inscription,2022_volvo_s60,PC,30%,15% SE,10% MX,USA, ,SE, ,JP,,,,,,
Volvo,Volvo,S60 Recharge T8 eAWD R-Design Expression,2022_volvo_s60hybrid,PC,25%,15% SE,15% K,USA, ,SE, ,JP,,,,,,
Volvo,Volvo,S60 Recharge T8 eAWD R-Design,2022_volvo_s60hybrid,PC,25%,15% SE,15% K,USA, ,SE, ,JP,,,,,,
Volvo,Volvo,S60 Recharge T8 eAWD Inscription,2022_volvo_s60hybrid,PC,25%,15% SE,15% K,USA, ,SE, ,JP,,,,,,
Volvo,Volvo,S60 Polestar Engineered,2022_volvo_s60hybrid,PC,25%,15% SE,10% K ,USA, ,SE, ,JP,,,,,,
Volvo,Volvo,V60 T8 eAWD Polestar Engineered,2022_volvo_v60hybrid,PC,1%,30% SE,20% PL,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,S90 B6 AWD Momentum,2022_volvo_s90,PC,1%,75% CH,10% J,CH, ,SE, ,JP,,,,,,
Volvo,Volvo,S90 B6 AWD R-Design,2022_volvo_s90,PC,1%,75% CH,10% J,CH, ,SE, ,JP,,,,,,
Volvo,Volvo,S90 B6 AWD Inscription,2022_volvo_s90,PC,1%,75% CH,10% SE,CH, ,SE, ,JP,,,,,,
Volvo,Volvo,S90 Recharge R-Design,2022_volvo_s90hybrid,PC,1%,45% CH,15% K,CH, ,SE, ,JP,,,,,,
Volvo,Volvo,S90 Recharge R-Design,2022_volvo_s90hybrid,PC,1%,45% CH,15% K,CH, ,SE, ,JP,,,,,,
Volvo,Volvo,V90 Aut (8vxl) FWD (T5 FWD),2022_volvo_v90,PC,1%,30% SE,10% G,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,V90 Aut (8vxl) AWD (T6 AWD),2022_volvo_v90,PC,1%,35% SE,10% G,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,V60 Cross Country T5 AWD,2022_volvo_v60crosscountry,MPV,1%,40% SE,10% PL,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,V90 Cross Country B6 AWD,2022_volvo_v90crosscountry,MPV,1%,45% SE,10% CZ,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC40 T4 FWD Momentum,2022_volvo_xc40,MPV,1%,20% SE,20% BE,BE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC40 T4 FWD R-Design,2022_volvo_xc40,MPV,1%,20% BE,20% SE,BE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC40 T4 FWD Inscription,2022_volvo_xc40,MPV,1%,20% BE,20% SE,BE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC40 T5 AWD Momentum,2022_volvo_xc40,MPV,1%,25% SE,25% BE,BE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC40 T5 AWD R-Design,2022_volvo_xc40,MPV,1%,25% SE,25% BE,BE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC40 T5 AWD Inscription,2022_volvo_xc40,MPV,1%,25% SE,25% BE,BE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC40 Recharge Twin - Level 2,2022_volvo_xc40hybrid,MPV,1%,40% PL,25% CH,BE, ,CH, ,CH,,,,,,
Volvo,Volvo,XC40 Recharge Twin - Level 3,2022_volvo_xc40hybrid,MPV,1%,30% CH,10% BE,BE, ,CH, ,CH,,,,,,
Volvo,Volvo,XC60 B5 FWD Momentum,2022_volvo_xc60,MPV,1%,40% SE,10% BE,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC60 B5 AWD Momentum,2022_volvo_xc60,MPV,1%,40% SE,10% BE,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC60 B5 FWD R-Design,2022_volvo_xc60,MPV,1%,40% SE,10% CH,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC60 B5 AWD R-Design,2022_volvo_xc60,MPV,1%,45% SE,10% BE,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC60 B5 FWD Inscription,2022_volvo_xc60,MPV,1%,40% SE,10% BE,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC60 B5 AWD Inscription,2022_volvo_xc60,MPV,1%,40% SE,10% BE,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC60 B6 AWD R-Design,2022_volvo_xc60,MPV,1%,40% SE,10% CZ,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC60 B6 AWD Inscription,2022_volvo_xc60,MPV,1%,40% SE,10% CZ,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC60 Recharge eAWD Inscription Expression,2022_volvo_xc60hybrid,MPV,1%,30% SE,20% PL,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC60 Recharge eAWD R-Design,2022_volvo_xc60hybrid,MPV,1%,30% SE,20% PL,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC60 Recharge eAWD Inscription,2022_volvo_xc60hybrid,MPV,1%,30% SE,20% PL,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC60 Polestar Engineered,2022_volvo_xc60,MPV,5%,30% SE,20% PL,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC90 T5 FWD Momentum,2022_volvo_xc90,MPV,1%,50% SE,10% BE,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC90 T5 AWD Momentum,2022_volvo_xc90,MPV,1%,50% SE,10% BE,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC90 T6 AWD Momentum,2022_volvo_xc90,MPV,1%,50% SE,10% CZ,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC90 T6 AWD Inscription,2022_volvo_xc90,MPV,1%,50% SE,10% CZ,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC90 T6 AWD Momentum 6-Seater,2022_volvo_xc90,MPV,1%,50% SE,10% CZ,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC90 T6 AWD Inscription 6-Seater,2022_volvo_xc90,MPV,1%,50% SE,10% CZ,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC90 Recharge T8 eAWD Inscription Expression,2022_volvo_xc90hybrid,MPV,1%,35% SE,20% PL,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC90 Recharge T8 eAWD Inscription,2022_volvo_xc90hybrid,MPV,1%,35% SE,20% PL,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC90 Recharge T8 eAWD R-Design,2022_volvo_xc90hybrid,MPV,1%,35% SE,20% PL,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC90 Recharge T8 eAWD Inscription Expression 6-Seater,2022_volvo_xc90hybrid,MPV,1%,35% SE,20% PL,SE, ,SE, ,JP,,,,,,
Volvo,Volvo,XC90 Recharge T8 eAWD Inscription 6-Seater,2022_volvo_xc90hybrid,MPV,1%,35% SE,20% PL,SE, ,SE, ,JP,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,