Country Name,Country Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Kuwait,KWT,0.286606592,0.275978944,0.279935558,0.283589442,0.284567142,0.300852025,0.302137441,0.303349758,0.301956494,0.303611163,0.306233122,0.301643111,0.306250154,0.307185351,0.306690649
Latin America & Caribbean (excluding high income),LAC,,,,,,,,,,,,,,,
Lao PDR,LAO,8254.16303,8029.262555,8006.582032,7833.22999,8042.42157,8127.610598,8124.366756,8244.843189,8401.334766,8679.409093,9045.787834,9697.915789,14035.22669,17688.87359,
Lebanon,LBN,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,13875.625,89500
Liberia,LBR,71.40333333,72.22666667,73.51477208,77.52,83.8925,86.18836657,94.42724359,112.7066667,144.0555758,186.4297446,191.5179576,166.1537008,152.9337568,174.9559828,
Libya,LBY,1.26678941,1.224152495,1.261659638,1.271691821,1.272402067,1.38120986,1.390368679,1.393820011,1.364966667,1.398262897,1.388666683,4.514425,4.813175,4.812883333,4.832208333
St. Lucia,LCA,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
Sri Lanka,LKA,113.0644804,110.5652079,127.6033535,129.0690309,130.5646852,135.8569128,145.5816675,152.4464139,162.4648587,178.744925,185.5925578,198.7643168,322.6326743,327.5065333,
Lesotho,LSO,7.321221961,7.261132132,8.209968627,9.655056069,10.85265557,12.75893088,14.70961089,13.32380142,13.23392647,14.44842705,16.45910539,14.77867821,16.35585348,18.45024418,18.32865755
Lithuania,LTU,2.606333333,2.4811,2.686291667,2.601008333,2.600291667,0.901296423,0.903421436,0.885205508,0.846772667,0.893276257,0.875506397,0.845494139,0.949623753,0.924839558,0.923889546
Luxembourg,LUX,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893276257,0.875506397,0.845494139,0.949623753,0.924839558,0.923889546
Latvia,LVA,0.530475,0.501233333,0.546875,0.529391667,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893276257,0.875506397,0.845494139,0.949623753,0.924839558,0.923889546
"Macao SAR, China",MAC,8.002216667,8.018208333,7.9898635,7.989255333,7.987129,7.984960417,7.99506425,8.026001,8.072507417,8.070470333,7.989061917,8.00553175,8.065206083,8.063390083,8.03683075
St. Martin (French part),MAF,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893276257,0.875506397,0.845494139,0.949623753,0.924839558,0.923889546
Morocco,MAR,8.417158333,8.089875,8.628444583,8.405503917,8.406336688,9.76434828,9.807476032,9.691997889,9.386102421,9.6170761,9.496847322,8.988484024,10.16066024,10.1314261,9.942359217
Monaco,MCO,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893276257,0.875506397,0.845494139,0.949623753,0.924839558,0.923889546
Moldova,MDA,12.36926096,11.73861249,12.11143682,12.58675623,14.03563005,18.81847515,19.92382756,18.49903489,16.80205172,17.57346887,17.32183521,17.68046614,18.89718962,18.16393776,17.79190769
Madagascar,MDG,2089.95,2025.1175,2194.966667,2206.914167,2414.811667,2933.508333,3176.539167,3116.11,3334.752255,3618.321858,3787.754058,3829.977849,4096.116184,4429.579214,4525.424721
Maldives,MDV,12.8,14.6020084,15.36483532,15.36671003,15.38039352,15.36633122,15.36840768,15.38696851,15.39083727,15.38204192,15.38126953,15.37269841,15.386625,15.38679435,15.38919633
Mexico,MEX,12.63600833,12.423325,13.16945833,12.77199167,13.29245,15.84826667,18.66405833,18.92651667,19.24434167,19.26363333,21.48560833,20.27240833,20.12735,17.75871667,18.30485833
Marshall Islands,MHL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
North Macedonia,MKD,46.48539167,44.230825,47.89025,46.39534167,46.43713083,55.537075,55.731725,54.66545833,52.10710833,54.9472,54.144325,52.10215833,58.57439167,56.94719167,56.87263333
Mali,MLI,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,575.5860045,554.530675,623.7597009,606.5697502,606.3452976
Malta,MLT,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893276257,0.875506397,0.845494139,0.949623753,0.924839558,0.923889546
Myanmar,MMR,5.634883333,5.444108333,640.6534167,933.5704564,984.3457476,1162.615329,1234.869517,1360.358707,1429.807975,1518.255117,1381.619167,,,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,,,,,,,,,,,,,,,
Montenegro,MNE,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893215581,0.877475207,0.845376564,0.950915534,0.924709623,0.924367447
Mongolia,MNG,1357.064167,1265.515833,1357.58,1523.9275,1817.938708,1970.309167,2140.290864,2439.777201,2472.484051,2663.541398,2813.289835,2849.288615,3140.677884,3465.736536,3389.98152
Northern Mariana Islands,MNP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozambique,MOZ,33.9600988,29.06759993,28.37298448,30.10411109,31.3526877,39.98247415,63.05623273,63.58432291,60.32620764,62.54833333,69.465,65.465,63.85083333,63.88583333,63.905
Mauritania,MRT,27.58941667,28.11183333,29.662,30.06816667,30.2725,32.46716667,35.23708333,35.79441667,35.6775,36.69083333,37.18916667,36.06333333,36.935,36.48916667,
Mauritius,MUS,30.7844,28.70595,30.04997167,30.70135833,30.62161667,35.0567,35.54188333,34.48140833,33.93445,35.47351667,39.34693333,41.69213333,44.182775,45.267225,46.414675
Malawi,MWI,150.4858333,156.5158333,249.1066667,364.4058333,424.8966667,499.6058333,718.005,730.2725,732.3333333,745.5406679,749.5274939,805.8996501,949.0390167,1161.094367,
Malaysia,MYS,3.221086915,3.060003011,3.088800867,3.15090855,3.272859746,3.905500263,4.148300663,4.300440878,4.035130137,4.142469736,4.203481949,4.143297598,4.401076345,4.560623432,4.576427911
North America,NAC,,,,,,,,,,,,,,,
Namibia,NAM,7.33025,7.300025,8.193770833,9.750075,10.8428875,12.88192083,14.70876667,13.3129,13.23394167,14.44869042,16.46326667,14.778675,16.35585833,18.44630833,18.32865833
New Caledonia,NCL,90.01297411,85.72955183,92.88041108,89.8502215,89.82433538,107.5532344,107.8068158,105.6330782,101.0468219,106.5889338,104.7106082,100.8802226,113.4743672,110.3471713,110.3063389
Niger,NER,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,575.5860045,554.530675,623.7597009,606.5697502,606.3452976
Nigeria,NGA,150.2975,153.8625,157.5,157.3116667,158.5526417,192.4403333,253.492,305.7901092,306.0836882,306.9209515,358.8107973,401.1520292,425.9791581,645.1940679,1478.965197
Nicaragua,NIC,21.35644868,22.42427062,23.54666353,24.72276417,25.95890037,27.25684494,28.62096241,30.05094134,31.55321233,33.12174527,34.34212212,35.17101667,35.87442114,36.44119428,36.6243
Netherlands,NLD,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893276257,0.875506397,0.845494139,0.949623753,0.924839558,0.923889546
Norway,NOR,6.044166667,5.604607307,5.8175,5.875,6.301666667,8.064166667,8.4,8.271666667,8.1325,8.8,9.415833333,8.59,9.614166667,10.56333333,10.74583333
Nepal,NPL,73.26235902,74.02,85.22575599,93.08439381,97.55484216,102.4051343,107.3838152,104.5118852,108.9301341,112.6094828,118.3451873,118.1340816,125.1994578,132.1154601,133.7266443
Nauru,NRU,1.090159486,0.969463201,0.965801031,1.035843097,1.109363293,1.331090262,1.345213976,1.304758077,1.338412146,1.438506544,1.453085118,1.33122426,1.441664459,1.505191066,1.515358039
New Zealand,NZL,1.387833828,1.265810697,1.234283655,1.219407974,1.205433333,1.433975,1.436525,1.407408333,1.445258333,1.517875,1.542058333,1.4138,1.577183333,1.628433333,1.652308333
OECD members,OED,,,,,,,,,,,,,,,
Oman,OMN,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845
Other small states,OSS,,,,,,,,,,,,,,,
Pakistan,PAK,85.19381633,86.34338333,93.39519722,101.6288992,101.1000884,102.7692716,104.769117,105.4551621,121.8240689,150.0362538,161.8384797,162.9062537,204.8671875,280.3561117,278.5807162
Panama,PAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Peru,PER,2.825125,2.7541,2.637586418,2.701899026,2.839044138,3.184439242,3.375061587,3.260488491,3.286602698,3.337265547,3.494941198,3.880554131,3.835181375,3.74382621,
Philippines,PHL,45.10966418,43.31313692,42.22879473,42.44618483,44.3951543,45.50283994,47.49246386,50.40371979,52.66142995,51.79578265,49.624096,49.25459773,54.47778584,55.63036322,57.29065507
Palau,PLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Papua New Guinea,PNG,2.719294167,2.370969949,2.083648339,2.24451,2.461385,2.768411667,3.133029302,3.188788383,3.293463081,3.387537681,3.459974386,3.50877193,3.519229705,3.589622749,
Poland,POL,3.0153,2.962847778,3.256541667,3.160616667,3.154541667,3.7695,3.942783333,3.779333333,3.611716667,3.839375,3.899741667,3.861916667,4.457758333,4.203666667,3.980783333
Puerto Rico (US),PRI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Portugal,PRT,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893276257,0.875506397,0.845494139,0.949623753,0.924839558,0.923889546
Paraguay,PRY,4758.430129,4193.802308,4421.659286,4303.882566,4462.185288,5204.920808,5670.540898,5618.933452,5732.104556,6240.722078,6771.097425,6774.162735,6982.752378,7288.872054,7560.247588
French Polynesia,PYF,90.01297411,85.72955183,92.88041108,89.8502215,89.82433538,107.5532344,107.8068158,105.6330782,101.0468219,106.5889338,104.7106082,100.8802226,113.4743672,110.3471713,110.3063389
Qatar,QAT,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64
Romania,ROU,3.1779,3.048608333,3.4682,3.327916667,3.349175,4.005666667,4.059183333,4.052491667,3.941616667,4.237925,4.243991667,4.160416667,4.688475,4.574291667,4.598375
Russian Federation,RUS,30.36791534,29.38234137,30.83983135,31.83714364,38.37820714,60.93765011,67.05593333,58.34280119,62.66813333,64.73765833,72.10490833,73.65435,68.48494167,85.16200833,
Rwanda,RWA,583.1309066,600.3065198,614.2951424,646.6359745,682.4377954,719.8595555,787.2515218,831.5543398,861.0934122,899.350509,943.2780482,988.6248066,1030.3083,1160.098694,1318.128357
Saudi Arabia,SAU,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
Sudan,SDN,2.30600092,2.666619622,3.572958333,4.756760547,5.736866667,6.025732598,6.211713646,6.68336,24.3289109,45.76704545,53.9960119,370.7905833,546.75885,,
Senegal,SEN,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,575.5860045,554.530675,623.7597009,606.5697502,606.3452976
Singapore,SGP,1.363508333,1.257775877,1.249676204,1.2513,1.26705,1.374825,1.381546364,1.380925,1.348841667,1.364158333,1.379741667,1.343483333,1.378666667,1.342766667,1.336233333
Solomon Islands,SLB,8.064501344,7.64125903,7.355202847,7.3021351,7.375345354,7.914688977,7.948152938,7.887390369,7.952504861,8.173399298,8.21341291,8.030102991,8.155528698,8.375596776,8.454835602
Sierra Leone,SLE,3.978086667,4.349161667,4.344036667,4.332500833,4.524159167,5.0807475,6.290297415,7.384432222,7.93163175,9.010221144,9.829926763,10.43942532,14.04764979,21.30487511,
El Salvador,SLV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
San Marino,SMR,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893215581,0.877475207,0.845376564,0.950915534,0.924709623,0.924367447
Somalia,SOM,31269.66257,29966.83544,22516.0003,19283.79995,20230.92913,22254.23568,23061.78431,23097.98732,,,,,,,
Serbia,SRB,77.72284167,73.35543333,87.95880833,85.15884167,88.40530833,108.811425,111.27785,107.75885,100.175075,105.2495583,103.1632917,99.39594167,111.6621833,108.4026917,108.2077417
South Sudan,SSD,,2.98895,2.95,2.95,2.95,3.604166667,46.72916667,113.6475,141.3858333,157.9991667,165.9073167,306.3546199,534.5111887,930.3314295,2163.103873
Sao Tome and Principe,STP,18.49860132,17.62293501,19.06841681,18.44995262,18.46640305,22.09064456,22.14886063,21.74113836,20.75085924,21.88474182,21.5070591,20.71040152,23.29040395,22.65842479,
Suriname,SUR,2.745416667,3.268,3.3,3.3,3.3,3.416666667,6.228630278,7.487661125,7.462511198,7.458,9.309545455,18.23866667,24.70917476,36.77586917,33.18055167
Slovakia,SVK,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893276257,0.875506397,0.845494139,0.949623753,0.924839558,0.923889546
Slovenia,SVN,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893276257,0.875506397,0.845494139,0.949623753,0.924839558,0.923889546
Sweden,SWE,7.207524167,6.493543333,6.775015833,6.513971667,6.860785,8.434840833,8.561991667,8.548860833,8.692518333,9.458349167,9.210309028,8.576566716,10.11425128,10.6101613,10.56763643
Eswatini,SWZ,7.321221961,7.261132132,8.209968627,9.655056069,10.85265557,12.75893088,14.70961089,13.32380142,13.23392647,14.45178923,16.47025587,14.78343514,16.36228306,18.45359249,18.31768683
Sint Maarten (Dutch part),SXM,,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
Seychelles,SYC,12.06775664,12.38103191,13.70403121,12.05831667,12.74703333,13.313925,13.31911667,13.64784167,13.91111667,14.03325,17.61651876,16.92052257,14.27279453,14.0181107,14.52969319
Syrian Arab Republic,SYR,11.225,48.33666667,64.58083333,108.7333333,154.13,237.0291667,460.2758333,492.6108333,436.5,436.5,877.9452509,1256,2505.746911,,
Turks and Caicos Islands,TCA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chad,TCD,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,575.5860045,554.530675,623.7597009,606.5697502,606.3452976
Togo,TGO,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,575.5860045,554.530675,623.7597009,606.5697502,606.3452976
Thailand,THA,31.685705,30.49173333,31.08309167,30.72596667,32.47983333,34.24771667,35.29638333,33.93981106,32.31022574,31.04760578,31.29367321,31.97709344,35.06135021,34.80218858,35.29353808
Tajikistan,TJK,4.378966667,4.610183333,4.737708333,4.764233333,4.937566667,6.163116667,7.835675,8.549741667,9.151216667,9.530366667,10.32194167,11.30885,11.031075,10.844525,10.79949167
Timor-Leste,TLS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tonga,TON,1.905987842,1.72895071,1.719507016,1.773713119,1.846773685,2.105763257,2.215661104,2.205972697,2.236571476,2.28948563,2.299561508,2.264959601,2.327929827,2.363698818,2.373041574
Trinidad and Tobago,TTO,6.375508333,6.409300706,6.429602656,6.442629398,6.409094578,6.377441667,6.668966667,6.779525,6.770750898,6.754326683,6.751052687,6.758530049,6.754128961,6.750262379,6.750123249
Tunisia,TUN,1.4314,1.407783333,1.561891667,1.624658333,1.697675,1.961625,2.148033333,2.419425,2.646866667,2.934433333,2.812358333,2.794466667,3.1036,3.106166667,3.10745
Turkey,TUR,1.50284863,1.674954552,1.796000944,1.903768242,2.188542418,2.720008528,3.020134748,3.648132635,4.828370147,5.673819308,7.008605416,8.850407549,16.54886042,23.73856612,32.80586144
Tanzania,TZA,1395.625,1557.433333,1571.698333,1597.555833,1653.230833,1991.390833,2177.086667,2228.856667,2263.781667,2288.206667,2294.146151,2297.764226,2303.033676,2383.042583,2597.900417
Uganda,UGA,2177.557507,2522.802033,2504.563078,2586.889569,2599.788201,3240.64542,3420.098007,3611.224458,3727.068995,3704.049072,3718.248923,3587.051707,3689.817386,3726.14046,3757.262535
Ukraine,UKR,7.935639417,7.967562833,7.991029333,7.993,11.88665942,21.84469777,25.55133412,26.5966063,27.20049233,25.84558933,26.95752438,27.28618938,32.3423016,36.57380812,40.15208272
Uruguay,URY,20.059275,19.31420833,20.310575,20.48160833,23.246025,27.32736667,30.1626,28.6764,30.72525833,35.255375,42.01329167,43.554575,41.17108333,38.82391667,40.2127875
United States,USA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uzbekistan,UZB,,,,2094.988465,2310.948159,2567.987213,2965.253499,5113.878946,8069.606237,8836.7875,10054.26133,10609.46439,11050.14542,11734.83342,12652.28682
St. Vincent and the Grenadines,VCT,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
"Venezuela, RB",VEN,2.582060317,4.2893,4.2893,6.047961842,6.2842,6.2842,9.257344444,9.975,,,,,,,
Virgin Islands (U.S.),VIR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Vietnam,VNM,18612.91667,20509.75,20828,20933.41667,21148,21697.5675,21935.00083,22370.08667,22602.05,23050.24167,23208.36833,23159.78259,23271.2125,23787.31917,24164.88583
Vanuatu,VUT,96.90583333,89.46916667,92.6375,94.5425,97.07166667,108.9891667,108.475,107.8208333,110.165,114.7325,115.38,109.4525,115.3539167,119.1125,119.1666667
Samoa,WSM,2.484656585,2.317472012,2.29231195,2.310900035,2.331768846,2.560873688,2.564929673,2.554377116,2.587279951,2.648826322,2.664960845,2.556092342,2.688997647,2.73843913,2.753953705
Kosovo,XKX,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893215581,0.877475207,0.845376564,0.950915534,0.924709623,0.924367447
"Yemen, Rep.",YEM,219.59,213.8,214.3491667,214.89,214.89,230.8333333,283.8958333,282.195,214.89,486.7309229,743.0059644,1028.107754,1115.002387,1355.116379,
South Africa,ZAF,7.321221961,7.261132132,8.209968627,9.655056069,10.85265557,12.75893088,14.70961089,13.32380142,13.23392647,14.44842705,16.45910539,14.77867821,16.35585348,18.45024418,18.32865755
Zambia,ZMB,4.7975,4.861666667,5.1475,5.396483333,6.154166667,8.631666667,10.3075,9.5175,10.45833333,12.89,18.34409265,20.01848659,16.93759433,20.21201787,26.16641878
Zimbabwe,ZWE,,,,,,,,,,,51.32901312,88.55244726,374.9543626,3509.17222,3266.331913